,term,term_id,variant_of,variant_of_id,plural_of,plural_of_id,romanization_of,romanization_of_id,language_id,language,malignant_meaning,benign_meaning,is_about_nationality,nationalities,is_about_ethnicity,athnicities,is_about_religion,religions,is_about_gender,genders,is_about_orientation,orientations,is_about_disability,is_about_class,is_archaic,offensiveness,created_on,updated_on
5623,gypsi,PqvqmnwQY,gypsy,mmRiFmbXT,,,,,eng,English,,,N,['US'],Y,['Romani'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Very offensive,2019-04-08 14:27:52,-0001-11-30 05:17:32
5624,jipsi,eo9sxnsUr,gypsy,mmRiFmbXT,,,,,eng,English,,,N,['US'],Y,['Romani'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Significantly offensive,2019-04-08 14:28:32,-0001-11-30 05:17:32
5625,jew-fucked,PPYJThKFB,jew-fucker,PULHBxJZV,,,,,eng,English,One who has sexual relations with Jews,,N,['US'],Y,['Jews'],Y,['Judaism'],N,['female'],N,['homosexual'],N,N,N,Extremely offensive,2018-11-01 20:35:43,-0001-11-30 05:17:32
5626,jewbagg,AgYTJVafX,jewbag,zCEJUkMNR,,,,,eng,English,Intentional misspelling of 'jewbag',,N,['US'],Y,['Jews'],Y,['Judaism'],N,['female'],N,['homosexual'],N,N,N,Extremely offensive,2018-11-01 20:35:44,-0001-11-30 05:17:32
5627,jewtarded,n2xbvrHzj,jewtard,AFJciPHrt,,,,,eng,English,The combination of 'jew' and 'retarded',,N,['US'],Y,['Jews'],Y,['Judaism'],N,['female'],N,['homosexual'],Y,N,N,Extremely offensive,2018-11-01 20:35:44,-0001-11-30 05:17:32
5628,muzrat,ic6zszjng,muzzrat,vo47tYsfa,,,,,eng,English,Derogatory portmanteau of Muslim and 'rat',,N,['US'],N,['Jews'],Y,['Islam'],N,['female'],N,['homosexual'],N,N,N,Extremely offensive,2021-01-09 21:59:42,-0001-11-30 05:17:32
5629,beaner baby,mPAigepKw,anchor babies,BMgheXMUo,,,,,eng,English,An infant of hispanic descent,,N,['US'],Y,['Hispanic'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Extremely offensive,2018-11-01 20:33:38,-0001-11-30 05:17:32
5630,black dagoes,equafWkaA,black dagos,QYFRgPPwN,black dago,uh1WfViuF,,,eng,English,,,Y,['IT'],Y,['Italian'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,,2019-02-28 19:18:54,-0001-11-30 05:17:32
5631,gooky eyes,u6kgQ794m,gook eyes,mgXobWTTM,,,,,eng,English,,,N,['IT'],Y,['Asian'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Very offensive,2019-04-08 14:19:16,-0001-11-30 05:17:32
5632,gook eyed,NrdugocKi,gook eyes,mgXobWTTM,,,,,eng,English,,,N,['IT'],Y,['Asian'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Very offensive,2019-04-08 14:20:12,-0001-11-30 05:17:32
5633,gypoes,EZRqTmNYw,gypos,jBpggiKWv,gypo,EvjUvTKWY,,,eng,English,,,N,['IT'],Y,['Romani'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,,2019-04-08 14:25:36,-0001-11-30 05:17:32
5634,gyppoes,HcY1hiqeH,gypos,jBpggiKWv,gyppo,QnBBQgyZv,,,eng,English,,,N,['IT'],Y,['Romani'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,,2019-04-08 14:26:23,-0001-11-30 05:17:32
5635,pickaninnies,RGCXtVCQj,pickaninnys,NwGoktieL,,,,,eng,English,,,N,['IT'],Y,['African American'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Extremely offensive,2019-01-09 18:55:57,-0001-11-30 05:17:32
5636,piccaninny,YJqQsemeY,picaninny,ZkPdLedfP,,,,,eng,English,,,N,['IT'],Y,['African American'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,,2019-01-09 18:52:47,-0001-11-30 05:17:32
5637,pickinniny,YtZWuMMnn,picaninny,ZkPdLedfP,,,,,eng,English,,,N,['IT'],Y,['African American'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,,2019-01-09 18:53:48,-0001-11-30 05:17:32
5638,picaninnys,RjrKR4BYZ,picaninnies,QHVhYfwLo,,,,,eng,English,,,N,['IT'],Y,['African American'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,Extremely offensive,2019-01-09 18:57:19,-0001-11-30 05:17:32
5639,da goyim know,eET6EXCDX,the goyim know,VwgjUqPyn,,,,,eng,English,,,N,['IT'],Y,['Jews'],N,['Islam'],N,['female'],N,['homosexual'],N,N,N,,2019-01-14 20:51:22,-0001-11-30 05:17:32
5640,batty bwoy,DRNtXftEW,batty boy,QD4YNtppV,,,,,eng,English,,,N,['IT'],N,['Jews'],N,['Islam'],N,['female'],Y,['homosexual'],N,N,N,,2019-03-17 14:38:04,-0001-11-30 05:17:32
5641,batty man,vMedhAaqc,batty boy,QD4YNtppV,,,,,eng,English,,,N,['IT'],N,['Jews'],N,['Islam'],N,['female'],Y,['homosexual'],N,N,N,,2019-03-17 14:39:50,-0001-11-30 05:17:32
5642,battyman,ZVhbvtBFm,batty boy,QD4YNtppV,,,,,eng,English,,,N,['IT'],N,['Jews'],N,['Islam'],N,['female'],Y,['homosexual'],N,N,N,,2019-03-17 14:49:13,-0001-11-30 05:17:32
5643,batiman,UrdMuGWZq,batty boy,QD4YNtppV,,,,,eng,English,,,N,['IT'],N,['Jews'],N,['Islam'],N,['female'],Y,['homosexual'],N,N,N,,2019-03-17 14:51:43,-0001-11-30 05:17:32
5644,chi chi bwoy,zWVDFKMAZ,chi chi man,ookEMTUvh,,,,,eng,English,,,N,['IT'],N,['Jews'],N,['Islam'],N,['female'],Y,['homosexual'],N,N,N,,2019-03-17 14:46:09,-0001-11-30 05:17:32
5645,velvet mafia,Vwdmmbemk,gay mafia,yxRmCVsLQ,,,,,eng,English,,,N,['IT'],N,['Jews'],N,['Islam'],N,['female'],Y,['homosexual'],N,N,N,Mildly offensive or inoffensive,2019-03-17 15:00:05,-0001-11-30 05:17:32
5646,lavender mafia,bFNvpM4Vo,gay mafia,yxRmCVsLQ,,,,,eng,English,,,N,['IT'],N,['Jews'],N,['Islam'],N,['female'],Y,['homosexual'],N,N,N,,2019-03-17 15:00:51,-0001-11-30 05:17:32
5647,Hoorah Henry,dZWvcMsEE,Hooray Henry,9nUTmDahJ,,,,,eng,English,,,N,['IT'],N,['Jews'],N,['Islam'],N,['female'],N,['homosexual'],N,Y,N,,2019-03-18 17:52:30,-0001-11-30 05:17:32
5648,Hoorah Henrietta,oHVKQfYAf,Hooray Henrietta,DvaUpoGR4,,,,,eng,English,,,N,['IT'],N,['Jews'],N,['Islam'],N,['female'],N,['homosexual'],N,Y,N,,2019-03-18 17:56:41,-0001-11-30 05:17:32
5649,arsit,awT4TMdrZ,ars,cXj1CAKAq,,,,,eng,English,,,N,['IT'],N,['Jews'],N,['Islam'],N,['female'],N,['homosexual'],N,Y,N,,2019-03-18 18:04:48,-0001-11-30 05:17:32
5650,dresiarz,JFvXPhHg2,dres,XMNphDZAD,,,,,eng,English,,,N,['IT'],N,['Jews'],N,['Islam'],N,['female'],N,['homosexual'],N,Y,N,,2019-03-18 18:30:53,-0001-11-30 05:17:32
5651,Chad Thundercock,PWfBgbZun,Chad,xnp2gxqvb,,,,,eng,English,,,N,['IT'],N,['Jews'],N,['Islam'],Y,['male'],N,['homosexual'],N,N,N,Moderately offensive,2019-03-18 18:56:41,-0001-11-30 05:17:32
5652,border bunnies,yutsV4fu6,,,border bunny,N7DBbTkgq,,,eng,English,"A person of Latino descent, particularly a Mexican migrant laborer.",,N,['IT'],Y,['Jews'],N,['Islam'],N,['male'],N,['homosexual'],N,N,N,,2018-11-01 20:33:46,-0001-11-30 05:17:32
5653,border hoppers,mLepyLzwj,,,border hopper,LiGbLtMyv,,,eng,English,"A person of Latino descent, particularly a Mexican migrant laborer.",,N,['IT'],Y,['Jews'],N,['Islam'],N,['male'],N,['homosexual'],N,N,N,,2018-11-01 20:33:46,-0001-11-30 05:17:32
5654,border jumpers,Bimpokojh,,,border jumper,4tN9jLCTW,,,eng,English,"A person of Latino descent, particularly a Mexican migrant laborer.",,N,['IT'],Y,['Jews'],N,['Islam'],N,['male'],N,['homosexual'],N,N,N,,2018-11-01 20:33:46,-0001-11-30 05:17:32
5655,kotiyas,qvJtTgDQF,,,kotiya,fY2RQq7BX,,,eng,English,A Tamil.,,N,['IT'],Y,['Tamil'],N,['Islam'],N,['male'],N,['homosexual'],N,N,N,,2018-11-01 20:35:50,-0001-11-30 05:17:32
5656,red bones,LBpT1FkhP,,,red bone,GTXET1qBH,,,eng,English,[1] A black female with light skin. [2] A black female of mixed heritage.,,N,['IT'],Y,['Tamil'],N,['Islam'],N,['male'],N,['homosexual'],N,N,N,Significantly offensive,2018-11-01 20:36:36,-0001-11-30 05:17:32
5657,tenkers,XGvgwXxNZ,,,tenker,MjzN4Ukus,,,eng,English,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",,N,['IT'],Y,['Tamil'],N,['Islam'],N,['male'],N,['homosexual'],N,N,N,,2018-11-01 20:38:40,-0001-11-30 05:17:32
5658,tinckers,re4eAncgK,,,tincker,WCUFjCZJw,,,eng,English,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",,N,['IT'],Y,['Tamil'],N,['Islam'],N,['male'],N,['homosexual'],N,N,N,Extremely offensive,2018-11-01 20:38:41,-0001-11-30 05:17:32
5659,tinkars,JcXqgeKGo,,,tinkar,GViQYZKWe,,,eng,English,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",,N,['IT'],Y,['Tamil'],N,['Islam'],N,['male'],N,['homosexual'],N,N,N,Mildly offensive or inoffensive,2018-11-01 20:38:42,-0001-11-30 05:17:32
5660,tinkards,YvELZZF2Q,,,tinkard,gaNffGzUn,,,eng,English,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",,N,['IT'],Y,['Tamil'],N,['Islam'],N,['male'],N,['homosexual'],N,N,N,,2018-11-01 20:38:41,-0001-11-30 05:17:32
5661,tinkeres,CPvBLxRyL,,,tinkere,WEeEnQCkL,,,eng,English,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",,N,['IT'],Y,['Tamil'],N,['Islam'],N,['male'],N,['homosexual'],N,N,N,,2018-11-01 20:38:42,-0001-11-30 05:17:32
5662,tyncars,YsMVYQD4Y,,,tyncar,prUt4KMcu,,,eng,English,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",,N,['IT'],Y,['Tamil'],N,['Islam'],N,['male'],N,['homosexual'],N,N,N,,2018-11-01 20:38:45,-0001-11-30 05:17:32
5663,tynekeres,FJAjZxJjT,,,tynekere,GVvimownT,,,eng,English,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",,N,['IT'],Y,['Tamil'],N,['Islam'],N,['male'],N,['homosexual'],N,N,N,,2018-11-01 20:38:45,-0001-11-30 05:17:32
5664,tynkards,FzAgwmiUn,,,tynkard,VVUjpLnZY,,,eng,English,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",,N,['IT'],Y,['Tamil'],N,['Islam'],N,['male'],N,['homosexual'],N,N,N,,2018-11-01 20:38:45,-0001-11-30 05:17:32
5665,tynkares,EaLTissRF,,,tynkare,FhQtejfha,,,eng,English,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",,N,['IT'],Y,['Tamil'],N,['Islam'],N,['male'],N,['homosexual'],N,N,N,,2018-11-01 20:38:45,-0001-11-30 05:17:32
5666,tynkers,Ms4RNHsne,,,tynker,CYwRQHBKG,,,eng,English,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",,N,['IT'],Y,['Tamil'],N,['Islam'],N,['male'],N,['homosexual'],N,N,N,,2018-11-01 20:38:46,-0001-11-30 05:17:32
5667,tynkeres,HW3EMrZdb,,,tynkere,HgcfJKJjE,,,eng,English,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",,N,['IT'],Y,['Tamil'],N,['Islam'],N,['male'],N,['homosexual'],N,N,N,,2018-11-01 20:38:45,-0001-11-30 05:17:32
5668,Ubangees,wTdiumgdL,,,Ubangee,PK7UnbeGw,,,eng,English,"A black person, particularly a black woman, from the Ubangi people of Africa",,N,['IT'],Y,['Tamil'],N,['Islam'],N,['male'],N,['homosexual'],N,N,N,,2018-11-01 20:38:46,-0001-11-30 05:17:32
5669,Yankees,Y9HLtAPjz,,,Yankee,CMqiuKyVT,,,eng,English,A term for Northerners used by Southerners within the United states or by non-Americans for Americans. From the Dutch Jan Kees ('John Cheese') meaning Englishman.,,Y,['US'],N,['Tamil'],N,['Islam'],N,['male'],N,['homosexual'],N,N,N,,2018-11-01 20:38:52,-0001-11-30 05:17:32
5670,yobbos,GG4TYZNzm,,,yobbo,xkCRQeXfi,,,eng,English,"In the UK, Australia or New Zealand, an unsophisticated, antisocial, drunken and/or lower class person",,N,['US'],N,['Tamil'],N,['Islam'],N,['male'],N,['homosexual'],N,Y,N,,2018-11-01 20:38:54,-0001-11-30 05:17:32
5671,zipperheads,FZULAZQVX,,,zipperhead,ADZYXTRDH,,,eng,English,"An Asian person. Used by American military personnel during the Korean War and Vietnam War. Also seen in the films Platoon, Apocalypse Now, Full Metal Jacket and Gran Torino. The phrase 'zips in the wire' from Platoon has also been used outside of this context.",,N,['US'],Y,['Korean'],N,['Islam'],N,['male'],N,['homosexual'],N,N,Y,,2018-11-01 20:38:57,-0001-11-30 05:17:32
5672,zippoheads,gygfmqvvb,,,zippohead,VwUsiEihj,,,eng,English,"An Asian person. Used by American military personnel during the Korean War and Vietnam War. Also seen in the films Platoon, Apocalypse Now, Full Metal Jacket and Gran Torino. The phrase 'zips in the wire' from Platoon has also been used outside of this context.",,N,['US'],Y,['Korean'],N,['Islam'],N,['male'],N,['homosexual'],N,N,Y,,2018-11-01 20:38:57,-0001-11-30 05:17:32
5673,brown invaders,NMgsPajqA,,,brown invader,rmcxmYFE4,,,eng,English,Accusative term for refugees or immigrants of darker complexion,,N,['US'],Y,['Korean'],N,['Islam'],N,['male'],N,['homosexual'],N,N,N,Very offensive,2018-11-01 20:33:48,-0001-11-30 05:17:32
5674,gaylords,yHQoYLCju,,,gaylord,wcipXXc8E,,,eng,English,A homosexual person,,N,['US'],N,['Korean'],N,['Islam'],N,['male'],Y,['homosexual'],N,N,Y,,2018-11-01 20:34:18,-0001-11-30 05:17:32
5675,piccaninnies,DuLV4NGCQ,,,piccaninny,YJqQsemeY,,,eng,English,,,N,['US'],Y,['African American'],N,['Islam'],N,['male'],N,['homosexual'],N,N,N,,2019-01-09 18:59:01,-0001-11-30 05:17:32
5676,piccaninnys,grbtEnitm,,,piccaninny,YJqQsemeY,,,eng,English,,,N,['US'],Y,['African American'],N,['Islam'],N,['male'],N,['homosexual'],N,N,N,,2019-01-09 18:59:43,-0001-11-30 05:17:32
5677,pickinninies,kFNCwTCsG,,,pickinniny,YtZWuMMnn,,,eng,English,,,N,['US'],Y,['African American'],N,['Islam'],N,['male'],N,['homosexual'],N,N,N,,2019-01-09 18:54:27,-0001-11-30 05:17:32
5678,pickinninys,UZxrMZUTN,,,pickinniny,YtZWuMMnn,,,eng,English,,,N,['US'],Y,['African American'],N,['Islam'],N,['male'],N,['homosexual'],N,N,N,,2019-01-09 19:01:11,-0001-11-30 05:17:32
5679,batty bwoys,RfZegBKRx,,,batty bwoy,DRNtXftEW,,,eng,English,,,N,['US'],N,['African American'],N,['Islam'],N,['male'],Y,['homosexual'],N,N,N,,2019-03-17 14:38:54,-0001-11-30 05:17:32
5680,batty men,oepfbvTgv,,,batty man,vMedhAaqc,,,eng,English,,,N,['US'],N,['African American'],N,['Islam'],N,['male'],Y,['homosexual'],N,N,N,,2019-03-17 14:40:43,-0001-11-30 05:17:32
5681,chi chi bwoys,sZmvVbfqe,,,chi chi bwoy,zWVDFKMAZ,,,eng,English,,,N,['US'],N,['African American'],N,['Islam'],N,['male'],Y,['homosexual'],N,N,N,,2019-03-17 14:47:16,-0001-11-30 05:17:32
5682,battymen,9DMaWMADU,,,battyman,ZVhbvtBFm,,,eng,English,,,N,['US'],N,['African American'],N,['Islam'],N,['male'],Y,['homosexual'],N,N,N,,2019-03-17 14:50:29,-0001-11-30 05:17:32
5683,batimen,tyAJhYk3s,,,batiman,UrdMuGWZq,,,eng,English,,,N,['US'],N,['African American'],N,['Islam'],N,['male'],Y,['homosexual'],N,N,N,,2019-03-17 14:52:26,-0001-11-30 05:17:32
5684,Hoorah Henries,gFWs4vgKG,,,Hoorah Henry,dZWvcMsEE,,,eng,English,,,N,['US'],N,['African American'],N,['Islam'],N,['male'],N,['homosexual'],N,Y,N,,2019-03-18 17:53:13,-0001-11-30 05:17:32
5685,Hoorah Henriettas,XQVQMWGDj,,,Hoorah Henrietta,oHVKQfYAf,,,eng,English,,,N,['US'],N,['African American'],N,['Islam'],N,['male'],N,['homosexual'],N,Y,N,,2019-03-18 17:57:20,-0001-11-30 05:17:32
5686,Chad Thundercocks,eiEFNxmvx,,,Chad Thundercock,PWfBgbZun,,,eng,English,,,N,['US'],N,['African American'],N,['Islam'],Y,['male'],N,['homosexual'],N,N,N,,2019-03-18 18:59:24,-0001-11-30 05:17:32
5687,muzrats,G4bZWoxPU,,,muzrat,ic6zszjng,,,eng,English,Derogatory portmanteau of Muslim and 'rat',,N,['US'],N,['African American'],Y,['Islam'],N,['male'],N,['homosexual'],N,N,N,,2021-03-29 20:07:50,-0001-11-30 05:17:32
5688,border bandit,ZsP4rrcKo,border jumpers,Bimpokojh,,,,,eng,English,,,Y,['MX'],Y,['Hispanic'],N,['Islam'],N,['male'],N,['homosexual'],N,N,N,,2019-04-11 20:49:13,-0001-11-30 05:17:32
5689,alboes,rwQQNoHUE,albos,yQ7wTEDRd,albo,eZfEYibHb,,,eng,English,,,Y,['AL'],Y,['Albanian'],N,['Islam'],N,['male'],N,['homosexual'],N,N,N,,2019-04-11 20:35:25,-0001-11-30 05:17:32
5690,filthypinoes,hCybeZtvk,filthypinos,B1JU2HgFb,,,,,eng,English,,,Y,['PH'],N,['Albanian'],N,['Islam'],N,['male'],N,['homosexual'],N,N,N,Significantly offensive,2019-04-12 15:31:09,-0001-11-30 05:17:32
5691,hooknosed,KXodFTHWH,hooknose,aarnebvNu,,,,,eng,English,,,N,['PH'],Y,['Jews'],Y,['Judaism'],N,['male'],N,['homosexual'],N,N,N,,2019-04-12 17:16:15,-0001-11-30 05:17:32
5692,halalability,MJzjsfCpu,halalification,kqPUurenW,,,,,eng,English,Slur referencing purported desire of Muslims to convert everyone to Islam,,N,['PH'],N,['Jews'],Y,['Islam'],N,['male'],N,['homosexual'],N,N,N,Extremely offensive,2021-01-09 22:18:58,-0001-11-30 05:17:32
5693,mutah,oLFrCGyni,muttah,hMiGyWgVo,,,,,eng,English,"Slur that implies Muslims as children of immoral or bastard birth.
From Nikah mut'ah (""pleasure marriage"").",,N,['PH'],N,['Jews'],Y,['Islam'],N,['male'],N,['homosexual'],N,N,N,Extremely offensive,2021-03-24 18:59:37,-0001-11-30 05:17:32
5694,border bandits,tyDQvXhqg,,,border bandit,ZsP4rrcKo,,,eng,English,,,Y,['MX'],Y,['Hispanic'],N,['Islam'],N,['male'],N,['homosexual'],N,N,N,,2019-04-11 20:49:58,-0001-11-30 05:17:32
5695,bushniglets,jTfntvrKh,,,bushniglet,KxE3RGuwD,,,eng,English,,,N,['MX'],Y,['Aboriginal'],N,['Islam'],N,['male'],N,['homosexual'],N,N,N,,2019-04-12 15:06:50,-0001-11-30 05:17:32
5696,canniglets,ggeb9Vorf,,,Canigglet,vGhn4cjan,,,eng,English,,,Y,['CA'],Y,"['African American', 'African']",N,['Islam'],N,['male'],N,['homosexual'],N,N,N,Moderately offensive,2019-04-12 15:13:17,-0001-11-30 05:17:32
5697,border bandito,wqxcnHLrY,border bandits,tyDQvXhqg,,,,,eng,English,,,Y,['MX'],Y,['Hispanic'],N,['Islam'],N,['male'],N,['homosexual'],N,N,N,,2019-04-11 20:50:52,-0001-11-30 05:17:32
5698,border banditos,otnJ3vfoT,,,border bandito,wqxcnHLrY,,,eng,English,,,Y,['MX'],Y,['Hispanic'],N,['Islam'],N,['male'],N,['homosexual'],N,N,N,,2019-04-11 20:51:45,-0001-11-30 05:17:32
5699,border banditoes,PaMNyjnKY,border banditos,otnJ3vfoT,,,,,eng,English,,,Y,['MX'],Y,['Hispanic'],N,['Islam'],N,['male'],N,['homosexual'],N,N,N,,2019-04-11 20:52:37,-0001-11-30 05:17:32
5700,whitie,HsEZVxUYa,whitey,XDKDhqosK,,,,,eng,English,A Caucasian.,,N,,Y,['European'],N,,N,,N,,N,N,N,Significantly offensive,2020-01-05 15:20:49,-0001-11-30 05:17:32
5701,wopspeak,rLefBrqfy,wop,DQpht6HXa,,,,,eng,English,The Italian language,,N,,Y,['Italian'],N,,N,,N,,N,N,N,Extremely offensive,2018-11-01 20:38:52,-0001-11-30 05:17:32
5702,Yankee,CMqiuKyVT,Yank,xmJGRCTJD,,,,,eng,English,A term for Northerners used by Southerners within the United states or by non-Americans for Americans. From the Dutch Jan Kees ('John Cheese') meaning Englishman.,,Y,['US'],N,['Italian'],N,,N,,N,,N,N,N,Very offensive,2013-06-21 10:20:16,-0001-11-30 05:17:32
5703,red bone,GTXET1qBH,yellow bone,fqVjxtda4,,,,,eng,English,[1] A black female with light skin. [2] A black female of mixed heritage.,,N,['US'],Y,['Italian'],N,,N,,N,,N,N,N,Significantly offensive,2013-05-04 12:46:05,-0001-11-30 05:17:32
5704,zhyd,B3UdWLnZD,yid,qPznJVNnG,,,,,eng,English,,,N,['US'],Y,['Jews'],N,,N,,N,,N,N,N,,2019-03-17 17:38:58,-0001-11-30 05:17:32
5705,zhid,jgZBmWaHv,yid,qPznJVNnG,,,,,eng,English,,,N,['US'],Y,['Jews'],N,,N,,N,,N,N,N,,2019-03-17 17:41:00,-0001-11-30 05:17:32
5706,zhydovka,afiqZVLQJ,yid,qPznJVNnG,,,,,eng,English,,,N,['US'],Y,['Jews'],N,,N,,N,,N,N,N,,2019-03-17 17:42:01,-0001-11-30 05:17:32
5707,zhidovka,wJHoUVnVQ,yid,qPznJVNnG,,,,,eng,English,,,N,['US'],Y,['Jews'],N,,N,,N,,N,N,N,,2019-03-17 17:42:51,-0001-11-30 05:17:32
5708,yobbo,xkCRQeXfi,yob,bHjuLrPsd,,,,,eng,English,"In the UK, Australia or New Zealand, an unsophisticated, antisocial, drunken and/or lower class person",,N,['US'],N,['Jews'],N,,N,,N,,N,Y,N,Very offensive,2013-07-04 23:25:02,-0001-11-30 05:17:32
5709,zipperhead,ADZYXTRDH,zip,M4LmdKJ8e,,,,,eng,English,"An Asian person. Used by American military personnel during the Korean War and Vietnam War. Also seen in the films Platoon, Apocalypse Now, Full Metal Jacket and Gran Torino. The phrase 'zips in the wire' from Platoon has also been used outside of this context.",,N,['US'],Y,['Korean'],N,,N,,N,,N,N,Y,Extremely offensive,2013-04-26 03:04:43,-0001-11-30 05:17:32
5710,zippohead,VwUsiEihj,zip,M4LmdKJ8e,,,,,eng,English,"An Asian person. Used by American military personnel during the Korean War and Vietnam War. Also seen in the films Platoon, Apocalypse Now, Full Metal Jacket and Gran Torino. The phrase 'zips in the wire' from Platoon has also been used outside of this context.",,N,['US'],Y,['Korean'],N,,N,,N,,N,N,Y,Extremely offensive,2013-12-25 08:34:04,-0001-11-30 05:17:32
5711,brown invader,rmcxmYFE4,black invader,mtnbZpEqF,,,,,eng,English,Accusative term for refugees or immigrants of darker complexion,,N,['US'],Y,['Korean'],N,,N,,N,,N,N,N,Very offensive,2018-11-01 20:33:48,-0001-11-30 05:17:32
5712,chimped-out,QGh4ppjHj,chimp-out,jEYpru4ps,,,,,eng,English,Acts of aggression commited by a black person,,N,['US'],Y,['African American'],N,,N,,N,,N,N,N,Extremely offensive,2018-11-01 20:33:56,-0001-11-30 05:17:32
5713,cholo chasing,NWwxgdide,cholo chaser,npk4TYUqd,,,,,eng,English,A person who engages in relationships with Hispanic individuals,,N,['US'],Y,['Hispanic'],N,,N,,N,,N,N,N,Extremely offensive,2018-11-01 20:33:58,-0001-11-30 05:17:32
5714,durka durka,CVsLJYwDX,derka derka,RwMQGoPXG,,,,,eng,English,,,N,['US'],Y,['Arabs'],Y,['Islam'],N,,N,,N,N,N,,2019-02-28 19:52:03,-0001-11-30 05:17:32
5715,durka durkas,UrbweVzxW,derka derka,RwMQGoPXG,durka durka,CVsLJYwDX,,,eng,English,,,N,['US'],Y,['Arabs'],Y,['Islam'],N,,N,,N,N,N,,2019-02-28 19:52:52,-0001-11-30 05:17:32
5716,dindu,ZNgN8pfWm,dindu nuffin,GZFQNcbN3,,,,,eng,English,"A derogatory contraction of the words ""didn't do,"" popularized as a slur against black people as a mockery of regional pronunciation",,N,['US'],Y,['African American'],N,['Islam'],N,,N,,N,N,N,Extremely offensive,2018-11-01 20:34:08,-0001-11-30 05:17:32
